GENEID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RPS17	29936.11639	-0.319481088	0.183662876	-1.739497362	0.081947316	0.820289339
RPS19BP1	1662.313711	-0.176007361	0.087350198	-2.014962355	0.043908594	0.820289339
RPS2	133347.9919	-0.217326729	0.12376801	-1.755920032	0.079102064	0.820289339
RPS20	18206.72565	-0.259745168	0.154288052	-1.683507989	0.092276794	0.820289339
RPS21	11841.53378	-0.334076225	0.214204209	-1.559615596	0.118850749	0.820289339
RPS24	54392.62349	-0.205368489	0.150141605	-1.367831983	0.171364674	0.820289339
RPS26	23385.83512	-0.317017629	0.178711034	-1.773911897	0.076077725	0.820289339
RPS27	22639.98509	-0.333838728	0.206473474	-1.616860133	0.105908476	0.820289339
RPS27A	25608.06316	-0.268427582	0.161309759	-1.664050486	0.096102341	0.820289339
RPS28	14147.98549	-0.397433687	0.199740085	-1.989754273	0.046618011	0.820289339
RPS29	6308.503947	-0.466386812	0.256921566	-1.815288686	0.069479557	0.820289339
RPS3	48984.06053	-0.251338164	0.160452172	-1.566436657	0.117246427	0.820289339
RPS3A	82273.66401	-0.162089238	0.113369465	-1.429743345	0.152790695	0.820289339
RPS4X	61746.84081	-0.242142419	0.164317371	-1.473626425	0.140582202	0.820289339
RPS5	30370.61898	-0.194562188	0.130517786	-1.490694822	0.136041636	0.820289339
RPS6KA1	3175.357544	-0.142292952	0.080982368	-1.757085582	0.078903223	0.820289339
RPS6KA2	106.3312773	-0.284172966	0.129016348	-2.202612071	0.027622102	0.820289339
RPS6KA3	3084.447047	0.144827445	0.084194684	1.720149526	0.085405265	0.820289339
RPS6KA5	742.8156686	0.159360455	0.084813973	1.878941049	0.060252543	0.820289339
RPS6KA6	8768.283158	0.145457494	0.10810198	1.345558089	0.178445076	0.820289339
RPS6KB1	1909.230657	0.145428572	0.060932778	2.386705103	0.017000122	0.820289339
RPS6KC1	795.256474	0.185526146	0.117276083	1.58196063	0.113658558	0.820289339
RPS6KL1	300.8173802	-0.186822183	0.099783344	-1.872278239	0.06116812	0.820289339
RPS7	31996.05464	-0.220672352	0.154616953	-1.427219641	0.153516595	0.820289339
RPS8	45281.80715	-0.204030467	0.12651403	-1.612710203	0.106807483	0.820289339
RPSA	57983.5463	-0.272794934	0.167500418	-1.628622405	0.103392978	0.820289339
RPUSD3	902.0167651	-0.149198322	0.113809633	-1.310946338	0.189875894	0.820289339
RRAGC	1544.973406	0.134272388	0.064421745	2.084271212	0.037135504	0.820289339
RRP36	3385.22703	-0.115861474	0.090384251	-1.281876802	0.199885867	0.820289339
RRP7A	623.8807836	-0.119384202	0.082595935	-1.445400455	0.148345436	0.820289339
RRP8	1757.956853	-0.265408566	0.118415309	-2.241336594	0.02500428	0.820289339
RRS1	896.4050172	-0.242939663	0.120531338	-2.015572605	0.043844687	0.820289339
RSBN1	1852.181562	0.110133196	0.071083639	1.549346639	0.121298414	0.820289339
RSPH9	231.0353202	-0.221320089	0.102783046	-2.153274277	0.031297129	0.820289339
RSRC1	623.6385836	-0.132971115	0.082644214	-1.608958558	0.107625404	0.820289339
RSRC2	1181.758483	0.11735382	0.092978857	1.262155978	0.206892666	0.820289339
RSU1	1730.55524	-0.129956125	0.085044291	-1.52809934	0.126487875	0.820289339
RTCB	6659.023867	-0.09431709	0.049323679	-1.912207119	0.055849633	0.820289339
RTN1	73.3988141	-0.368269834	0.21074671	-1.747452352	0.080558903	0.820289339
RTN2	435.6599558	-0.178374492	0.141295445	-1.262422097	0.206796942	0.820289339
RTN4	17637.00598	0.14323683	0.091816768	1.560029106	0.118753003	0.820289339
RTN4IP1	1798.057138	-0.31072023	0.153866954	-2.019408464	0.043444783	0.820289339
RTN4RL2	31.70205072	-0.223869469	0.162463447	-1.377968231	0.168213097	0.820289339
RUFY2	271.1471583	0.164051922	0.083568323	1.963087407	0.049636019	0.820289339
RUFY3	1844.026095	0.174751624	0.114594906	1.524951068	0.127271303	0.820289339
RUNDC1	1161.786841	0.600700823	0.27948891	2.149283218	0.031611956	0.820289339
RUNX3	6596.419069	0.170005829	0.118846873	1.430461097	0.152584724	0.820289339
RWDD3	1161.91418	0.240312796	0.116064886	2.070503877	0.038405183	0.820289339
RXYLT1	386.5123917	-0.100316789	0.071447907	-1.404054965	0.160302483	0.820289339
RYR3	267.1951055	0.206141167	0.144601857	1.425577595	0.153990307	0.820289339
S100A11	7300.83646	-0.24849762	0.179885366	-1.381422099	0.167149215	0.820289339
S100Z	1.841095165	-0.654588618	0.513295585	-1.27526641	0.202214963	0.820289339
SAE1	4706.1004	-0.221535113	0.115867976	-1.911961522	0.05588113	0.820289339
SAMD12	1068.694036	0.137860715	0.107198999	1.286026142	0.198433938	0.820289339
SAMM50	5310.270265	-0.156458669	0.113208587	-1.382038885	0.166959762	0.820289339
SAP18	4069.755028	-0.167301556	0.117431866	-1.424669139	0.154252864	0.820289339
SAP30	1730.55158	-0.155972446	0.092565377	-1.684997693	0.091989017	0.820289339
SAR1A	5331.595492	-0.115827763	0.074565098	-1.553377746	0.120332916	0.820289339
SASH1	4405.768931	0.123423659	0.097637593	1.264099773	0.206194218	0.820289339
SASH3	53.74933458	-0.315688503	0.158004263	-1.997974597	0.045719414	0.820289339
SASS6	422.3037463	0.149561609	0.114928256	1.301347591	0.193139504	0.820289339
SAT1	5220.622568	-0.269636133	0.133251829	-2.023507923	0.043020808	0.820289339
SATB1	1906.493057	0.253276619	0.157397511	1.609152632	0.107582971	0.820289339
SAV1	590.0305679	-0.101020357	0.069156198	-1.460756375	0.144082312	0.820289339
SAXO1	4.625130245	-0.759058866	0.406904405	-1.865447649	0.062118684	0.820289339
SBDS	6644.576468	0.121158659	0.074179486	1.633317597	0.102402218	0.820289339
SBNO1	3524.126795	0.203233214	0.128135462	1.586080932	0.112720952	0.820289339
SCAF8	1381.46637	0.1711942	0.128522557	1.332016762	0.182854681	0.820289339
SCAMP1	3826.144064	0.164485522	0.102779567	1.600371818	0.109516123	0.820289339
SCAPER	385.0084222	0.239892609	0.179546052	1.336106287	0.181514535	0.820289339
SCARA5	772.3164888	-0.25792436	0.143645546	-1.795561132	0.072564342	0.820289339
SCRN3	1579.532434	0.11936873	0.054464958	2.191661103	0.028403986	0.820289339
SCYL2	4567.730087	0.169012883	0.092654285	1.824123756	0.068133365	0.820289339
SDAD1	2006.713748	0.173676799	0.135385664	1.28283005	0.199551624	0.820289339
SDF2	1833.709974	-0.106707944	0.074346076	-1.43528684	0.151205376	0.820289339
SDF2L1	1565.135115	-0.235237714	0.132937286	-1.769539016	0.076803966	0.820289339
SDHA	2603.573817	-0.094044171	0.050993709	-1.844230845	0.065149505	0.820289339
SDHAF2	1131.551353	-0.194816622	0.143027557	-1.362091524	0.173169003	0.820289339
SDHAF4	228.4331581	-0.229050576	0.175400777	-1.305869792	0.191596841	0.820289339
SDHD	8683.708086	-0.192844373	0.141319485	-1.364598612	0.172379241	0.820289339
SDR39U1	863.6237129	-0.142146556	0.080137213	-1.773789613	0.076097957	0.820289339
SEC11A	1375.06032	-0.149337386	0.085694816	-1.742665339	0.081392089	0.820289339
SEC11C	3134.038745	-0.184552111	0.139651144	-1.321522373	0.186327248	0.820289339
SEC13	9440.678458	-0.192388683	0.110269382	-1.744715343	0.081034431	0.820289339
SEC24B	2208.414396	0.107091353	0.061429937	1.743308846	0.081279681	0.820289339
SEC61B	5656.638496	-0.322312229	0.190411797	-1.69271145	0.090510405	0.820289339
SEC61G	2254.774314	-0.337863207	0.200875836	-1.681950472	0.092578444	0.820289339
SEC62	4378.034129	0.080243473	0.058741915	1.366034337	0.171928186	0.820289339
SECISBP2	2555.186114	0.140127414	0.084618693	1.655986508	0.097724551	0.820289339
SECISBP2L	1642.365939	0.253339247	0.199249687	1.271466224	0.203562836	0.820289339
SEL1L	4264.773829	0.169078392	0.084600351	1.998554258	0.045656604	0.820289339
SELENOH	2725.38166	-0.228162451	0.139887719	-1.631039899	0.102881901	0.820289339
SELENOK	3199.391649	-0.204847742	0.158196756	-1.294892174	0.195357429	0.820289339
SELENOM	2649.880097	-0.317996657	0.154032918	-2.064472064	0.03897298	0.820289339
SELENOO	773.093951	0.129653273	0.096534499	1.343077072	0.179247019	0.820289339
SELPLG	62.1869929	-0.280111961	0.166724395	-1.680089837	0.092939838	0.820289339
SEMA3E	473.7290009	0.237241242	0.13882854	1.708879473	0.087473278	0.820289339
SEMA4D	1593.580378	0.290974734	0.170874732	1.702854074	0.08859538	0.820289339
SENP2	193.7579562	0.184979664	0.116635642	1.585961724	0.112747993	0.820289339
SENP6	803.3764904	0.180095635	0.132847139	1.355660623	0.175207174	0.820289339
SENP7	1076.871062	0.223733841	0.121507031	1.841324232	0.065574059	0.820289339
SEPTIN12	4021.071957	0.10257873	0.080697794	1.271146638	0.203676486	0.820289339
SEPTIN2	3784.237565	0.128795617	0.09565254	1.346494489	0.178143097	0.820289339
SEPTIN7	12578.74953	0.137322486	0.085960566	1.597505604	0.110153049	0.820289339
SEPTIN8	1202.926955	0.180311681	0.138502561	1.301865319	0.19296243	0.820289339
SERF2	3648.584189	-0.263849807	0.183274975	-1.439639031	0.149969551	0.820289339
SERINC3	5912.860148	-0.094966622	0.072929216	-1.302175279	0.192856474	0.820289339
SERP1	5001.234418	-0.334643065	0.192846853	-1.735278848	0.082691426	0.820289339
SERPIND1	22.98982699	0.421463727	0.241728846	1.743539232	0.081239468	0.820289339
SERPINF1	5902.572659	-0.213008691	0.113571074	-1.875554075	0.060716538	0.820289339
SETDB2	695.3106998	0.084774785	0.058871873	1.439987905	0.149870821	0.820289339
SETX	526.9939934	0.275152204	0.212766967	1.29320922	0.195938708	0.820289339
SF3B1	6324.712611	0.084022071	0.065363045	1.28546751	0.198628963	0.820289339
SF3B5	1663.170316	-0.149966347	0.1094826	-1.369773338	0.170757667	0.820289339
SF3B6	1194.7473	-0.099143624	0.068936388	-1.438190014	0.150380148	0.820289339
SFRP2	2125.156673	-0.271230503	0.154191019	-1.759055125	0.078568146	0.820289339
SFRP4	354.1304065	0.503869957	0.355978029	1.415452405	0.156935894	0.820289339
SFT2D2	5909.663601	0.154320006	0.106370975	1.45077175	0.146843429	0.820289339
SFXN3	1054.655254	-0.151309563	0.067781973	-2.232297997	0.025595274	0.820289339
SGCD	171.0419122	0.184302247	0.129755031	1.420386134	0.155495297	0.820289339
SGIP1	276.2141466	0.206570206	0.144100915	1.433510717	0.151711938	0.820289339
SGK1	5169.943918	-0.1159951	0.066936859	-1.732903242	0.083112868	0.820289339
SGPP1	4231.030815	0.160926981	0.127574153	1.261438762	0.20715081	0.820289339
SGPP2	1252.034266	0.132360143	0.091952252	1.439444287	0.150024684	0.820289339
SGSH	825.892956	-0.252898362	0.125668562	-2.012423466	0.044175317	0.820289339
SH3BP2	1601.599749	0.13839451	0.092965629	1.488663182	0.136576085	0.820289339
SH3RF3	95.62972086	0.226351594	0.150696291	1.502038253	0.13308723	0.820289339
SH3TC1	115.9352065	0.251683174	0.156013308	1.613216056	0.106697576	0.820289339
SHB	442.2012065	0.190227096	0.08427094	2.257327323	0.023987629	0.820289339
SHC2	198.2562691	-0.149838268	0.092004111	-1.628604048	0.103396867	0.820289339
SHCBP1L	1.347847653	1.029711475	0.803940888	1.280829836	0.200253442	0.820289339
SHISA2	1083.0018	-0.301588451	0.147374407	-2.04640993	0.040716056	0.820289339
SHISAL1	34.46629319	0.462549066	0.233676415	1.979442665	0.047766189	0.820289339
SHISAL2A	12.21492857	-0.711991066	0.490446814	-1.45171922	0.146579693	0.820289339
SHOC2	2688.509381	0.174515454	0.079303191	2.200610753	0.027763592	0.820289339
SHPRH	1220.035655	0.177988458	0.10912399	1.631066267	0.102876338	0.820289339
SHROOM2	2739.535107	0.231077879	0.127340778	1.814641641	0.069578999	0.820289339
SHTN1	331.0112122	0.257427469	0.127775497	2.01468572	0.043937589	0.820289339
SIAH2	564.5695114	-0.114764007	0.080554501	-1.424675286	0.154251086	0.820289339
SIAH3	3.354164191	-0.865732449	0.557768997	-1.552134405	0.120630067	0.820289339
SIGIRR	190.9691234	-0.201763094	0.159233552	-1.267089071	0.205123443	0.820289339
SIRT1	1848.160429	0.157537259	0.082976157	1.898584657	0.057619107	0.820289339
SIRT3	301.6482915	-0.155930759	0.076964984	-2.025996104	0.042765184	0.820289339
SIRT6	1204.105165	-0.150334044	0.086918789	-1.729592017	0.083703193	0.820289339
SIVA1	718.8345737	-0.336300086	0.165275134	-2.034789369	0.041872071	0.820289339
SIX2	4.48304159	-0.541020482	0.395557261	-1.367742512	0.171392688	0.820289339
SIX3	1.088168019	0.979677557	0.671418759	1.459115557	0.144533305	0.820289339
SKA2	4393.264778	-0.183214146	0.131737556	-1.390751069	0.164300926	0.820289339
SKAP1	61.40427269	-0.246120029	0.185209634	-1.328872715	0.183889967	0.820289339
SKIL	1510.918398	0.243703458	0.100807412	2.417515275	0.015626878	0.820289339
SKOR1	4.02282604	0.631710249	0.42260924	1.4947857	0.13497038	0.820289339
SLC17A5	1462.813762	-0.227149274	0.105227872	-2.158641711	0.030877974	0.820289339
SLC19A1	561.4900799	-0.147275069	0.075513252	-1.950320834	0.051137891	0.820289339
SLC22A31	61.95325844	-0.279468946	0.20152245	-1.386788148	0.165506372	0.820289339
SLC24A3	388.1868472	0.184030153	0.11318605	1.625908432	0.103969136	0.820289339
SLC24A5	323.3396899	-0.296255178	0.162578278	-1.822231003	0.068419942	0.820289339
SLC25A1	4928.786649	-0.11026842	0.076208805	-1.446924942	0.147917947	0.820289339
SLC25A10	1940.384309	-0.145290576	0.088557117	-1.640642565	0.100871634	0.820289339
SLC25A13	1667.7422	-0.073276279	0.040135513	-1.825721749	0.067892185	0.820289339
SLC25A14	479.3873912	-0.147105199	0.104463846	-1.408192448	0.159074092	0.820289339
SLC25A15	431.1941254	-0.443409335	0.197579415	-2.244208162	0.024819011	0.820289339
SLC25A20	6859.92419	-0.163794037	0.114651345	-1.428627263	0.153111394	0.820289339
SLC25A26	202.7792074	-0.180828361	0.132406494	-1.365706139	0.172031217	0.820289339
SLC25A28	440.5683497	-0.133568709	0.083191087	-1.605565146	0.108369489	0.820289339
SLC25A3	10011.34771	-0.123392854	0.062931386	-1.960752191	0.049907938	0.820289339
SLC25A36	2859.064539	0.152439789	0.079954595	1.906579471	0.056575066	0.820289339
SLC25A37	931.5249343	-0.160893493	0.100020423	-1.608606403	0.107702433	0.820289339
SLC25A39	1705.249931	-0.197740965	0.106610857	-1.854792004	0.063625934	0.820289339
SLC25A47	19.87717	-0.284627984	0.180418307	-1.577600346	0.114657453	0.820289339
SLC25A5	9456.165757	-0.156018131	0.087919186	-1.774562962	0.075970077	0.820289339
SLC25A6	40687.42979	-0.168750499	0.103286124	-1.633815771	0.10229754	0.820289339
SLC26A9	1129.606877	0.20005064	0.145317842	1.376641963	0.16862297	0.820289339
SLC27A6	367.4273715	0.281378534	0.116140946	2.422733262	0.015404233	0.820289339
SLC30A10	6.942686311	-0.542907119	0.301351498	-1.801574315	0.071612405	0.820289339
SLC30A9	3295.4458	0.121808459	0.060818337	2.002824579	0.045196121	0.820289339
SLC31A2	886.0175764	-0.209538566	0.156955599	-1.335018099	0.181870423	0.820289339
SLC33A1	1343.501678	-0.142393766	0.061077947	-2.331344972	0.019735177	0.820289339
SLC35A3	1368.703031	0.134699593	0.080756152	1.667979345	0.095319827	0.820289339
SLC35B2	1149.082446	-0.137959848	0.070629671	-1.953284589	0.050785883	0.820289339
SLC35B3	553.2448848	0.119396296	0.092802964	1.286556919	0.198248768	0.820289339
SLC35C2	1047.791814	-0.164690553	0.101806275	-1.617685676	0.105730354	0.820289339
SLC35F4	6.631933331	-0.59162686	0.292386881	-2.023438463	0.043027962	0.820289339
SLC35F5	1574.511994	0.211824654	0.121560847	1.742540123	0.081413977	0.820289339
SLC37A4	2471.708922	-0.184741204	0.126829463	-1.456611106	0.14522376	0.820289339
SLC38A11	38.2856295	-0.571116889	0.256417557	-2.227292452	0.025927735	0.820289339
SLC38A2	13776.0478	0.217132997	0.127833569	1.698560079	0.089402104	0.820289339
SLC38A4	110.5368798	-0.429476528	0.270545434	-1.587446963	0.11241145	0.820289339
SLC39A1	2137.276427	-0.152277205	0.107110164	-1.421687721	0.155116926	0.820289339
SLC39A13	1524.941581	-0.119234374	0.093328118	-1.277582542	0.201396659	0.820289339
SLC39A3	357.7240097	0.14425226	0.07135174	2.021706268	0.043206706	0.820289339
SLC41A3	846.5255395	-0.112679478	0.074260857	-1.517346869	0.129179131	0.820289339
SLC43A3	353.9962945	-0.24560026	0.13433187	-1.828309696	0.067503086	0.820289339
SLC44A1	5782.532482	0.101068754	0.075058222	1.346538076	0.178129049	0.820289339
SLC44A5	583.3471312	0.111938049	0.06451004	1.735203517	0.082704764	0.820289339
SLC45A1	433.6105737	0.149218494	0.082755063	1.803134319	0.071367123	0.820289339
SLC46A1	1330.34629	-0.192340755	0.088727675	-2.167765072	0.030176566	0.820289339
SLC46A3	553.7703335	-0.311041176	0.141359121	-2.200361555	0.027781253	0.820289339
SLC4A1	240.4683341	-0.524325879	0.282398185	-1.856689975	0.063355275	0.820289339
SLC51B	127.5700468	0.661589592	0.321117577	2.060272124	0.039372533	0.820289339
SLC5A11	376.2069742	0.192649761	0.137024928	1.405946808	0.15973992	0.820289339
SLC5A6	3754.527915	-0.167430778	0.104285431	-1.60550497	0.10838272	0.820289339
SLC5A9	249.1092928	-0.141658445	0.095451216	-1.484092611	0.137784353	0.820289339
SLC6A1	9.874515985	0.624294679	0.291115393	2.14449216	0.031993473	0.820289339
SLC6A2	225.7041617	0.292458821	0.165185901	1.770482945	0.076646723	0.820289339
SLC6A20	308.5419544	-0.305162731	0.150690533	-2.025095564	0.042857552	0.820289339
SLC7A13	9.129652718	0.47006801	0.307148274	1.530426993	0.125911072	0.820289339
SLC7A3	5823.701638	-0.129492046	0.094739387	-1.366823769	0.171680551	0.820289339
SLC7A6	241.3517598	-0.405128907	0.201334354	-2.012219464	0.044196808	0.820289339
SLC7A6OS	1689.867858	-0.132533477	0.075605349	-1.752964298	0.079608135	0.820289339
SLC7A9	3.808706808	0.504411932	0.390581923	1.291436964	0.1965522	0.820289339
SLC9A5	143.0734857	-0.190032552	0.101519105	-1.871889539	0.061221887	0.820289339
SLF1	332.0795917	0.265744377	0.103029505	2.57930363	0.009899973	0.820289339
SLF2	864.9557111	0.105047341	0.066837651	1.571679119	0.116024987	0.820289339
SLITRK3	51.50094188	-0.29866572	0.236856854	-1.260954521	0.207325233	0.820289339
SLK	4484.380533	0.339652781	0.23769403	1.428949564	0.15301873	0.820289339
SLU7	2815.643995	0.173493753	0.129950124	1.335079549	0.181850312	0.820289339
SMAD4	3432.295077	0.120547779	0.064428902	1.871020244	0.061342275	0.820289339
SMAD5	1576.507416	0.151463926	0.109124408	1.3879931	0.165139146	0.820289339
SMAP2	1895.871905	-0.161448186	0.072740888	-2.219497037	0.026452929	0.820289339
SMARCA2	6960.019046	0.21335465	0.156430299	1.363895939	0.172600319	0.820289339
SMARCAD1	1080.553672	0.185765089	0.109762187	1.692432458	0.090563548	0.820289339
SMARCB1	4609.642502	-0.160068888	0.079712119	-2.008087239	0.044634022	0.820289339
SMC5	1122.601972	0.267057655	0.15944975	1.674870332	0.093959676	0.820289339
SMCHD1	3303.785123	0.245034278	0.146317503	1.674675095	0.093997996	0.820289339
SMDT1	1361.74713	-0.246148433	0.164859242	-1.493082401	0.135415619	0.820289339
SMIM12	1511.2842	-0.254361856	0.135420618	-1.878309674	0.060338814	0.820289339
SMIM29	1756.655248	-0.226613359	0.124256457	-1.823755194	0.068189091	0.820289339
SMIM3	335.7365143	-0.241460867	0.143235911	-1.6857565	0.091842709	0.820289339
SMIM4	1236.747417	-0.280452278	0.172452121	-1.626261689	0.103893998	0.820289339
SMIM8	358.5850594	-0.28192773	0.166455414	-1.693713185	0.090319798	0.820289339
SMPD4	1360.536957	-0.127865216	0.071407661	-1.790637224	0.07335153	0.820289339
SMPDL3B	959.3062187	-0.095035669	0.072402118	-1.312608964	0.189314747	0.820289339
SMU1	5126.321056	0.119617461	0.089974735	1.329456102	0.183697539	0.820289339
SMURF2	924.2632022	0.169872961	0.086439043	1.965234176	0.04938714	0.820289339
SMYD1	5.829840129	0.833533309	0.51067382	1.632222518	0.102632619	0.820289339
SNAI2	4517.821041	-0.096371174	0.074127966	-1.300065002	0.193578691	0.820289339
SNAP23	1617.217485	0.116418135	0.089309934	1.303529516	0.192394046	0.820289339
SNAP29	3951.575334	0.115362833	0.086501752	1.333647364	0.182319453	0.820289339
SNAPC2	2056.059849	-0.169778357	0.133425541	-1.2724577	0.203210544	0.820289339
SNAPIN	900.877758	-0.284331012	0.122888869	-2.313724708	0.020682828	0.820289339
SNCG	5.696830511	-0.478372651	0.36699746	-1.303476735	0.192412054	0.820289339
SNF8	941.9580835	-0.157271334	0.105735421	-1.487404439	0.136908025	0.820289339
SNRK	2360.193998	0.182031376	0.098415449	1.84962196	0.064368055	0.820289339
SNRNP35	343.6634629	-0.098672731	0.051177672	-1.92804257	0.053849831	0.820289339
SNRNP40	2802.022863	-0.215735083	0.116944994	-1.844756891	0.065072911	0.820289339
SNRPA1	1560.136104	-0.218266837	0.125301686	-1.74193057	0.081520594	0.820289339
SNRPB	2495.889813	-0.139464516	0.098210002	-1.420064283	0.155588967	0.820289339
SNRPC	1661.044992	-0.087916274	0.069060379	-1.273034923	0.203005649	0.820289339
SNRPD2	3158.537214	-0.255678807	0.118187644	-2.163329413	0.030515852	0.820289339
SNRPE	1522.279929	-0.193099621	0.133832945	-1.442840712	0.149065348	0.820289339
SNRPF	1895.745806	-0.358980139	0.206392522	-1.739307876	0.081980623	0.820289339
SNU13	6853.6319	-0.172225425	0.121940289	-1.412375077	0.157839551	0.820289339
SNUPN	1189.659494	-0.208649448	0.098891291	-2.109886984	0.034868092	0.820289339
SNX11	614.949303	-0.219629583	0.100828773	-2.178243147	0.029387939	0.820289339
SNX12	3556.973776	-0.133273435	0.073744264	-1.807237973	0.070725183	0.820289339
SNX17	2392.147968	-0.126818264	0.066018008	-1.920964712	0.054736156	0.820289339
SNX18	1736.164129	0.101596023	0.076071886	1.335526555	0.18170407	0.820289339
SNX2	3683.417505	0.08425919	0.057007989	1.47802424	0.13940129	0.820289339
SNX21	869.5024854	-0.138285286	0.087446639	-1.581367654	0.113793999	0.820289339
SNX29	218.5541693	0.146213828	0.081936374	1.784480083	0.074345688	0.820289339
SNX7	1526.529167	-0.19463533	0.090313787	-2.155100969	0.031153934	0.820289339
SOCS1	215.7677725	-0.239752116	0.174477578	-1.374114192	0.169406234	0.820289339
SOCS6	1136.444029	0.201512114	0.10395518	1.938451875	0.052568117	0.820289339
SOD1	4996.718651	-0.275369433	0.11073341	-2.48677823	0.012890573	0.820289339
SOD2	2083.058273	-0.141800762	0.100686905	-1.408333702	0.159032281	0.820289339
SORCS2	224.3247715	0.479506753	0.187446276	2.558102317	0.010524512	0.820289339
SORCS3	53.38199201	-0.236426339	0.151786613	-1.557623124	0.119322614	0.820289339
SOST	23.13828596	0.344330905	0.163971837	2.099939305	0.035734181	0.820289339
SOWAHA	418.6479305	0.369147348	0.204955826	1.801106875	0.071686036	0.820289339
SOWAHC	391.2557116	0.136528812	0.096722003	1.411558983	0.158079857	0.820289339
SOX10	284.7516424	-0.234717346	0.1270506	-1.847432009	0.064684554	0.820289339
SOX5	144.5899953	-0.234396804	0.15856291	-1.478257458	0.13933888	0.820289339
SP3	4403.03882	0.152543527	0.087915628	1.735112754	0.082720836	0.820289339
SP4	585.4496987	0.150038799	0.1111849	1.349453026	0.177191499	0.820289339
SPAG1	5086.978504	0.264870912	0.13737176	1.928132177	0.053838688	0.820289339
SPAG17	45.66062134	0.329577789	0.236193799	1.395370204	0.162904232	0.820289339
SPATA13	686.2779059	0.152808086	0.114469794	1.334920597	0.181902336	0.820289339
SPATA18	251.7091081	-0.216063853	0.104454828	-2.068490817	0.038593893	0.820289339
SPATA6	4253.091904	0.07477129	0.057003895	1.311687372	0.189625639	0.820289339
SPATS2L	3462.108561	0.059317132	0.046741775	1.269038945	0.204427174	0.820289339
SPCS1	1936.46984	-0.27069696	0.183888884	-1.472068101	0.141002488	0.820289339
SPCS2	2747.284128	-0.180742157	0.122964156	-1.46987677	0.141595132	0.820289339
SPCS3	1488.387097	-0.112261728	0.071777883	-1.564015587	0.117813908	0.820289339
SPEF2	397.9785595	0.269639439	0.150440022	1.792338467	0.073078765	0.820289339
SPG21	1413.823532	-0.201635096	0.092977788	-2.168637262	0.030110234	0.820289339
SPHK1	4416.385012	-0.174081478	0.111896879	-1.555731303	0.119772	0.820289339
SPICE1	1424.597516	0.08342486	0.060470791	1.379589363	0.167713114	0.820289339
SPIN1	1759.751749	0.07902843	0.058397879	1.353275683	0.175967575	0.820289339
SPINK2	22.82158973	-0.361844846	0.259741244	-1.393097377	0.163590346	0.820289339
SPINT2	2631.534412	-0.209081274	0.110458788	-1.892844181	0.058378594	0.820289339
SPIRE1	4347.182264	0.150594322	0.073921078	2.037231146	0.041626884	0.820289339
SPNS2	1708.472484	0.13194226	0.099098455	1.331426008	0.183048876	0.820289339
SPON2	5436.382743	0.270144127	0.170802244	1.581619311	0.113736503	0.820289339
SPOPL	4261.644456	0.172013631	0.100568698	1.710409259	0.08719022	0.820289339
SPP2	5.234768997	-0.834728846	0.344231866	-2.424902887	0.015312482	0.820289339
SPRING1	3005.578078	-0.094650171	0.068128139	-1.389296277	0.164742676	0.820289339
SPRY3	569.7000597	-0.204498544	0.141301942	-1.447245106	0.147828288	0.820289339
SPTBN5	28.42777299	0.284299162	0.213630835	1.330796475	0.183255988	0.820289339
SPTLC2	1073.336763	0.129562712	0.082629139	1.568002688	0.116880505	0.820289339
SRCIN1	16.71084707	0.404457209	0.203848442	1.984107435	0.047243864	0.820289339
SRFBP1	869.7155027	0.212335053	0.084390827	2.51609162	0.011866433	0.820289339
SRGAP2	5145.295741	0.210939573	0.135525823	1.556452994	0.119600412	0.820289339
SRP19	10506.38304	0.178852728	0.114641637	1.560102704	0.118735613	0.820289339
SRPX	2074.993665	-0.256997841	0.121212199	-2.120230832	0.033986584	0.820289339
SRRD	367.0703962	-0.223333304	0.169408479	-1.318312432	0.187399081	0.820289339
SRSF11	1200.353093	0.159404283	0.125078442	1.274434508	0.202509469	0.820289339
SRSF3	7631.130237	-0.161157338	0.113555338	-1.419196503	0.155841735	0.820289339
SRSF7	786.3556077	-0.193851479	0.12008659	-1.614264166	0.106470139	0.820289339
SRXN1	26.00607094	-0.553035249	0.289002679	-1.91359904	0.055671408	0.820289339
SS18L1	11.47637499	0.264739314	0.204759774	1.292926384	0.196036521	0.820289339
SSBP3	9971.219154	-0.090539672	0.057851838	-1.565026711	0.117576646	0.820289339
SSR2	7131.147236	-0.188612221	0.10012982	-1.883676815	0.059608704	0.820289339
SSTR1	135.1392964	0.190194527	0.125664102	1.51351519	0.130148846	0.820289339
SSTR2	37.03381463	0.368138064	0.205956944	1.78745158	0.073864531	0.820289339
ST8SIA1	335.6103283	-0.333335797	0.150848646	-2.209736746	0.027123438	0.820289339
ST8SIA2	220.6358769	-0.216190087	0.128981141	-1.676137186	0.093711324	0.820289339
ST8SIA3	21.92335782	-0.282851246	0.20342277	-1.390460101	0.164389207	0.820289339
ST8SIA5	94.39091908	0.402692007	0.181948043	2.213225275	0.026882118	0.820289339
STAB2	139.0173756	0.228744905	0.139313944	1.641938335	0.100602784	0.820289339
STAG1	710.1201743	0.185271273	0.115435198	1.604980766	0.108498038	0.820289339
STAG2	4691.999621	0.236504819	0.117716313	2.009108269	0.044525653	0.820289339
STAG3	95.12176905	0.174015525	0.135021613	1.288797556	0.197468476	0.820289339
