GeneId	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
LOC122154496	2.140658049	0.939020746	0.672696901	1.395904671	0.162743204	0.812447371
LOC122154526	50.93719162	0.31935144	0.199462909	1.601056772	0.109364346	0.812447371
LOC122154527	0.933871503	1.332875686	0.896668451	1.486475502	0.137153392	0.812447371
LOC122154530	2.210343352	-0.782524618	0.533490863	-1.466800413	0.142430357	0.812447371
LOC122154533	3.180787001	0.782012032	0.436910968	1.789865874	0.073475476	0.812447371
LOC122154536	3662.383578	-0.287475414	0.196286813	-1.464568146	0.143038778	0.812447371
LOC122154550	113.4441944	-0.166697713	0.128373751	-1.298534252	0.194103814	0.812447371
LOC122154552	32.2310275	0.373694272	0.252394381	1.480596639	0.138714092	0.812447371
LOC122154565	1.424244581	-1.10243915	0.622912076	-1.769815022	0.076757961	0.812447371
LOC122154573	14.99023608	-0.476132536	0.320281257	-1.486607553	0.137118492	0.812447371
LOC122154583	2444.553797	0.575245197	0.366086592	1.571336424	0.116104525	0.812447371
LOC122154586	831.3208206	0.467509322	0.332310875	1.406843281	0.159473865	0.812447371
LOC122154587	2179.10678	1.351571293	0.778035752	1.737158338	0.082359226	0.812447371
LOC122154591	6116.576275	0.470585469	0.292695755	1.607763216	0.107887047	0.812447371
LOC122154592	1135.710852	0.572876569	0.335842926	1.705787213	0.088047705	0.812447371
LOC122154593	1045.690361	0.348405812	0.258183654	1.349449537	0.177192619	0.812447371
LOC122154636	36.41809877	-0.264467168	0.183731019	-1.439425798	0.15002992	0.812447371
LOC122154641	277.1464709	0.144646636	0.09439041	1.532429374	0.125416514	0.812447371
LOC122154650	141.0794755	0.163955664	0.125394151	1.307522428	0.191035343	0.812447371
LOC122154655	1.184471606	1.091952441	0.767530339	1.422683098	0.154828043	0.812447371
LOC122154656	4.382291782	0.972809612	0.500713011	1.942848681	0.052034444	0.812447371
LOC122154661	57.79367187	-0.668798176	0.347691353	-1.92353986	0.054412286	0.812447371
LOC122154679	20.90248937	-0.513934178	0.347873452	-1.477359582	0.139579274	0.812447371
LOC122154686	3129.622937	-0.363054348	0.207803429	-1.747104704	0.080619178	0.812447371
LOC122154712	4498.963019	-0.279464679	0.1958323	-1.427061214	0.153562251	0.812447371
LOC122154721	3.175321381	-0.514680688	0.403526206	-1.2754579	0.202147216	0.812447371
LOC122154727	2.016509748	-0.979075571	0.473540213	-2.067565848	0.038680866	0.812447371
LOC122154735	20.46168912	-0.568006744	0.381586081	-1.488541569	0.136608128	0.812447371
LOC122154755	11.88113647	-0.593751638	0.328607642	-1.806871058	0.070782386	0.812447371
LOC122154765	6.561288917	-0.675888834	0.42938096	-1.574100617	0.11546419	0.812447371
LOC122154777	0.854314058	2.043895698	0.84773114	2.411018777	0.015908029	0.812447371
LOC122154779	7.061517144	1.183328773	0.743447259	1.59167817	0.111457036	0.812447371
LOC122154803	4.745535013	-0.712031747	0.500355666	-1.423051232	0.154721304	0.812447371
LOC122154806	4.502978278	-0.74659379	0.39426867	-1.893616831	0.058275888	0.812447371
LOC122154812	6.43028606	-0.404194746	0.29259061	-1.381434441	0.167145422	0.812447371
LOC122154814	43.58020013	0.432014308	0.200522541	2.154442613	0.031205478	0.812447371
LOC122154817	2.45661359	0.953733078	0.497557088	1.916831456	0.055259347	0.812447371
LOC122154829	535.7322039	0.198957079	0.130759019	1.521555311	0.128120542	0.812447371
LOC122154843	101.2857358	-0.345297795	0.194147035	-1.778537567	0.075315608	0.812447371
LOC122154851	569.8251753	-0.242809254	0.165595474	-1.466279524	0.142572151	0.812447371
LOC122154854	1.966707051	-1.040746224	0.601597863	-1.729969949	0.083635644	0.812447371
LOC122154874	9.128622021	-0.668310508	0.474927501	-1.40718427	0.159372755	0.812447371
LOC122154883	83.9874448	-0.269951974	0.187096565	-1.442848365	0.149063191	0.812447371
LOC122154887	1.679642874	1.076366528	0.688474281	1.563408477	0.117956548	0.812447371
LOC122154889	30.47514279	-0.414862596	0.266992632	-1.553835373	0.12022369	0.812447371
LOC122154895	27.97790642	-0.384062059	0.22437878	-1.711668359	0.086957803	0.812447371
LOC122154899	7.407586839	-0.548433074	0.353163915	-1.55291368	0.120443758	0.812447371
LOC122154902	549.9605058	-0.258070789	0.16824864	-1.533865532	0.125062737	0.812447371
LOC122154910	417.0775614	-0.285367829	0.145765993	-1.957711961	0.050263821	0.812447371
LOC122154932	1.131187927	0.945454332	0.724204114	1.305508093	0.191719893	0.812447371
LOXHD1	20.67685942	0.319485224	0.193421204	1.651759053	0.098583679	0.812447371
LPAR4	345.5054012	-0.183343852	0.131732925	-1.391784575	0.163987642	0.812447371
LPAR5	1004.429877	-0.125459061	0.098263141	-1.276766239	0.201684788	0.812447371
LPGAT1	7442.184433	0.142951677	0.08726819	1.638073133	0.101406439	0.812447371
LPIN1	901.0206045	0.176329338	0.086662376	2.034670027	0.041884086	0.812447371
LPXN	15.51167718	-0.282448915	0.189628893	-1.489482487	0.136360362	0.812447371
LRCH2	595.4477812	0.168676727	0.124821655	1.351341859	0.176585949	0.812447371
LRCH3	3125.020867	0.103377397	0.078062107	1.324296779	0.1854045	0.812447371
LRG1	78.22618297	-0.407804292	0.253261107	-1.610212859	0.107351395	0.812447371
LRP11	489.5949123	-0.191799202	0.125464708	-1.528710383	0.126336257	0.812447371
LRRC19	3.293794512	0.676749343	0.449695139	1.504906956	0.132348	0.812447371
LRRC23	113.1053602	-0.350599349	0.182026554	-1.926089029	0.054093258	0.812447371
LRRC3	58.95725309	-0.225122848	0.107078671	-2.102406065	0.03551772	0.812447371
LRRC31	89.76545561	0.395048457	0.201666239	1.958922121	0.050121908	0.812447371
LRRC3C	13.86714647	-0.350484982	0.234655128	-1.493617401	0.135275649	0.812447371
LRRC40	2706.657061	0.154729493	0.097603968	1.585278717	0.112903022	0.812447371
LRRC46	2.765167044	0.61017317	0.480118271	1.270880961	0.203771001	0.812447371
LRRC52	32.29089114	-0.274238338	0.173066686	-1.584581901	0.11306136	0.812447371
LRRC55	17.21424751	-0.348162659	0.256392131	-1.357930363	0.174485782	0.812447371
LRRC59	7063.229845	-0.195808661	0.116171577	-1.685512645	0.091889707	0.812447371
LRRC63	0.932078759	1.441690565	0.800491393	1.801006954	0.071701784	0.812447371
LRRC66	23.12962781	0.41217971	0.247502822	1.665353579	0.095842235	0.812447371
LRRCC1	440.8846975	0.341016198	0.17077898	1.996827701	0.045843903	0.812447371
LRRN1	110.3594631	-0.329783061	0.207085243	-1.592499085	0.111272609	0.812447371
LRRN2	19.01137152	-0.360851893	0.270141081	-1.335790512	0.181617755	0.812447371
LSM14A	3633.510412	0.146575323	0.095485112	1.535059437	0.124769229	0.812447371
LSM6	378.8180326	-0.256134798	0.145369998	-1.761950898	0.078077594	0.812447371
LSM8	447.7031334	-0.198809552	0.152932295	-1.299984095	0.19360642	0.812447371
LXN	327.3570932	-0.253269765	0.195924309	-1.292691888	0.196117645	0.812447371
LYAR	1461.554087	0.176536994	0.133410954	1.323257118	0.185749887	0.812447371
LYPD1	277.7553421	-0.170376741	0.120716025	-1.411384623	0.158131235	0.812447371
LYRM4	552.0419051	-0.234302605	0.14623911	-1.602188394	0.109113956	0.812447371
M6PR	12429.21299	-0.084886049	0.065523921	-1.295497078	0.195148809	0.812447371
MAB21L2	5.445735781	0.436503388	0.306698589	1.423232465	0.154668777	0.812447371
MACIR	510.6828796	0.191986128	0.121646722	1.578226894	0.114513494	0.812447371
MACO1	2663.260541	0.165623463	0.113850739	1.454742091	0.145740675	0.812447371
MAD2L2	673.7397556	-0.139405479	0.085791005	-1.624942836	0.10417474	0.812447371
MADD	558.0644317	0.189690153	0.100053134	1.895894165	0.057974041	0.812447371
MAEL	185.6911941	0.325921798	0.224361037	1.452666657	0.146316329	0.812447371
MAGI1	729.6139287	0.285124385	0.207948684	1.371128587	0.170334875	0.812447371
MAGI3	1232.531166	0.208691866	0.139906746	1.491649777	0.135790982	0.812447371
MAGOH	2238.287917	-0.208988798	0.128608835	-1.624995656	0.104163484	0.812447371
MAIP1	1868.305452	-0.213061145	0.138951537	-1.5333486	0.125189986	0.812447371
MALRD1	12.89697606	-0.798588339	0.313927977	-2.54385846	0.01096355	0.812447371
MAMDC2	894.6826149	0.214898126	0.166376717	1.291635814	0.196483295	0.812447371
MAN1B1	5761.778266	0.069432215	0.052486791	1.322851213	0.185884862	0.812447371
MANEA	568.5202465	0.181074324	0.118778514	1.524470358	0.127391256	0.812447371
MANF	3960.87771	-0.210138409	0.123986508	-1.694848992	0.090104071	0.812447371
MAP2	3810.190503	0.200768958	0.090928549	2.20798594	0.027245253	0.812447371
MAP2K2	3274.223576	-0.137926745	0.091112403	-1.513808674	0.130074372	0.812447371
MAP3K1	2373.9469	0.190502793	0.115191151	1.653797114	0.098168743	0.812447371
MAP3K2	1623.550544	0.144686797	0.097915398	1.477671539	0.139495716	0.812447371
MAP3K21	299.7949854	0.136754517	0.089526516	1.527530869	0.126629057	0.812447371
MAP3K6	165.0563994	-0.209840599	0.142055744	-1.477170818	0.139629854	0.812447371
MAP3K9	736.9880188	0.136110673	0.105475945	1.290442789	0.196896964	0.812447371
MAP4K3	862.340943	0.126804597	0.089550671	1.416009456	0.156772736	0.812447371
MAP4K5	650.0343143	0.176182662	0.110627148	1.592580709	0.111254284	0.812447371
MAPK1	8563.191245	0.107398608	0.068599617	1.565586113	0.117445543	0.812447371
MAPK10	105.9675938	0.19431857	0.124411691	1.561899588	0.118311646	0.812447371
MAPK8	487.3082073	0.135426304	0.073317775	1.847114222	0.064730588	0.812447371
MAPK9	1153.209309	0.162187877	0.109883154	1.476003106	0.139943058	0.812447371
MAPKAPK2	2986.365513	0.117512981	0.091970351	1.277726785	0.201345777	0.812447371
MARCHF2	421.4849707	-0.1341476	0.075078286	-1.786769617	0.073974732	0.812447371
MARCHF5	1852.846184	0.132237028	0.089294219	1.480913654	0.138629584	0.812447371
MARF1	2309.701732	0.141758203	0.100602637	1.409090334	0.158808459	0.812447371
MARVELD1	1016.017863	-0.16279968	0.078873429	-2.064062418	0.039011799	0.812447371
MAST4	2543.942028	0.264305998	0.176769124	1.495204546	0.134861067	0.812447371
MATR3	5106.159871	0.160931615	0.10774532	1.493629744	0.135272421	0.812447371
MB	2.412153002	-0.979731286	0.437228874	-2.24077444	0.025040689	0.812447371
MBLAC2	1102.743913	0.127337293	0.08233899	1.54650055	0.121983727	0.812447371
MBTD1	1899.408748	0.151799319	0.098705008	1.537908987	0.12407087	0.812447371
MCAT	2800.690576	-0.186412236	0.134502592	-1.385937878	0.165765873	0.812447371
MCEE	202.1720947	-0.258839311	0.139429639	-1.856415277	0.063394389	0.812447371
MCF2	4598.481065	0.276791655	0.107596596	2.572494522	0.010096855	0.812447371
MCM7	1414.318648	-0.191786208	0.129834768	-1.477156006	0.139633823	0.812447371
MCRIP1	1835.575212	-0.174274699	0.119878453	-1.453761668	0.146012394	0.812447371
MCRS1	4367.860646	-0.249663553	0.116527664	-2.142526032	0.032151176	0.812447371
MCTP2	519.2402111	0.213075452	0.09419709	2.262017354	0.023696331	0.812447371
MCTS1	3195.432342	-0.189291527	0.119783036	-1.580286604	0.114041246	0.812447371
MCUB	435.5876746	-0.143045132	0.107724492	-1.327879377	0.184217959	0.812447371
MDFIC	2994.105659	0.260805391	0.126559082	2.060740222	0.03932783	0.812447371
MDH1	7120.521325	-0.219392037	0.118835545	-1.846181935	0.064865793	0.812447371
MDH2	10315.85568	-0.177371375	0.098546367	-1.799877367	0.071880004	0.812447371
MDK	729.3974308	-0.367568472	0.22444439	-1.637681707	0.101488109	0.812447371
ME2	3163.133239	0.116603682	0.067952967	1.71594689	0.086171763	0.812447371
ME3	759.9821889	-0.21217778	0.139788378	-1.517849929	0.129052235	0.812447371
MEA1	1376.242307	-0.247386729	0.139228019	-1.776845856	0.075593605	0.812447371
MEAF6	1896.170506	-0.123074562	0.093811669	-1.311932332	0.189542967	0.812447371
MED10	1061.331972	-0.123466045	0.082453302	-1.497405709	0.134287724	0.812447371
MED21	1097.176343	-0.146799581	0.105219926	-1.395169026	0.162964875	0.812447371
MED24	1799.505644	-0.117126656	0.079355248	-1.475978695	0.139949612	0.812447371
MED28	937.6901567	-0.18714456	0.144365816	-1.296321842	0.194864627	0.812447371
MEGF11	39.9460792	-0.854767745	0.378027687	-2.26112471	0.023751536	0.812447371
MEGF6	474.3090295	-0.209921376	0.154637644	-1.357505008	0.174620803	0.812447371
MEGF9	6812.226708	0.213544562	0.143244554	1.49076915	0.136022114	0.812447371
MESD	1395.504753	0.123122721	0.050657451	2.43049579	0.015078181	0.812447371
METAP1	3215.088012	-0.085048555	0.063004861	-1.349872907	0.177056754	0.812447371
METTL1	1876.453052	-0.215681812	0.120743431	-1.786281959	0.074053616	0.812447371
METTL13	749.9802438	-0.103407988	0.061782783	-1.673734699	0.094182751	0.812447371
METTL21A	467.3920741	-0.303902712	0.156618527	-1.940400782	0.052331002	0.812447371
METTL23	240.5425572	-0.282626142	0.159215629	-1.775115569	0.075878807	0.812447371
METTL24	1020.044811	0.152964221	0.118752088	1.288097111	0.197712161	0.812447371
METTL25B	511.0100211	-0.163705992	0.095272905	-1.71828488	0.085744666	0.812447371
METTL26	504.2969722	-0.208183423	0.133444564	-1.560074211	0.118742345	0.812447371
METTL2A	1351.552893	-0.128187974	0.09869934	-1.29877235	0.194022066	0.812447371
MFAP2	2808.007148	-0.154862166	0.103238043	-1.500049415	0.133601603	0.812447371
MFGE8	7126.592298	-0.147948953	0.0902902	-1.638593692	0.101297907	0.812447371
MFSD10	457.8263528	-0.144566615	0.083656141	-1.728105231	0.08396936	0.812447371
MFSD13A	1111.493679	-0.135400879	0.106434215	-1.272155561	0.203317853	0.812447371
MGAT2	1973.699187	-0.185867554	0.102981883	-1.80485681	0.071097092	0.812447371
MGAT4A	747.2506947	0.197580105	0.096692899	2.043377624	0.041015071	0.812447371
MGAT4C	3.833695466	-0.616642442	0.440785215	-1.398963533	0.161823919	0.812447371
MGST1	1328.267836	-0.239340192	0.138463902	-1.72853855	0.083891716	0.812447371
MGST3	1968.811082	-0.289264132	0.158832272	-1.821192428	0.068577611	0.812447371
MIA2	887.787095	0.158747072	0.102452567	1.54946896	0.121269028	0.812447371
MICAL2	3417.349836	0.356650877	0.199252092	1.789947967	0.073462277	0.812447371
MICALL2	750.5084666	-0.223519911	0.110617392	-2.020657938	0.043315187	0.812447371
MICOS10	2140.955784	-0.22121958	0.152422623	-1.451356603	0.146680587	0.812447371
MICOS13	1441.633728	-0.288833168	0.18850721	-1.532212843	0.12546992	0.812447371
MICU2	2621.152292	0.112586581	0.068594448	1.641336644	0.100727553	0.812447371
MIER2	852.4074717	-0.068384741	0.047312365	-1.44538833	0.14834884	0.812447371
MIER3	1529.880409	0.228978815	0.095314268	2.402356125	0.016289841	0.812447371
MIGA1	930.0734465	0.104116094	0.069850642	1.490553148	0.136078853	0.812447371
MIGA2	3645.340043	0.069723021	0.053726902	1.29773017	0.194380073	0.812447371
MINDY2	5405.789392	0.171823131	0.084574343	2.031622425	0.042191895	0.812447371
MINPP1	4645.298635	0.105711462	0.079758767	1.325389874	0.185041874	0.812447371
MIPOL1	65.61782456	0.241401933	0.145285284	1.661571812	0.096598659	0.812447371
MIX23	1034.278604	-0.283776414	0.168568895	-1.683444709	0.092289034	0.812447371
MKRN2	2191.907609	-0.126601768	0.097279621	-1.301421267	0.193114298	0.812447371
MLF2	7628.579262	-0.166639713	0.091955959	-1.812168718	0.069960131	0.812447371
MLH3	368.619941	0.17711705	0.113648729	1.558460453	0.119124136	0.812447371
MLLT10	586.0858032	0.114277896	0.067179925	1.701072101	0.088929449	0.812447371
MLX	395.7957536	-0.458280528	0.179921427	-2.547114798	0.01086177	0.812447371
MMP15	2697.136454	-0.133917947	0.096243054	-1.391455713	0.16408728	0.812447371
MMP16	1148.910376	0.223724052	0.159509775	1.402572669	0.160744307	0.812447371
MMRN1	129.8376205	0.275695518	0.191629955	1.438686964	0.150239235	0.812447371
MND1	427.5496464	-0.293381879	0.146005621	-2.009387563	0.044496048	0.812447371
MOGAT2	181.6068964	-0.343745346	0.221672096	-1.550692899	0.120975297	0.812447371
MORC3	1516.617963	0.272306801	0.126643653	2.150181199	0.031540885	0.812447371
MORN4	608.8000656	-0.141909155	0.08975685	-1.581039836	0.11386893	0.812447371
MPC2	2349.3472	-0.303222204	0.169593103	-1.787939481	0.073785772	0.812447371
MPG	1678.594266	-0.147915435	0.100717633	-1.468615073	0.141937224	0.812447371
MPHOSPH10	1014.320953	0.266702009	0.127311678	2.094874662	0.036182136	0.812447371
MPI	707.4178424	-0.121725639	0.082598711	-1.473699001	0.140562652	0.812447371
MPND	349.4177105	0.255804483	0.172442743	1.483416921	0.137963675	0.812447371
MPP7	5704.117736	0.143165005	0.074802094	1.913917065	0.055630754	0.812447371
MPV17L2	1347.034834	-0.115916962	0.06899162	-1.680160029	0.092926184	0.812447371
MRAS	666.322269	-0.385094437	0.147887803	-2.603963478	0.009215258	0.812447371
MRM3	856.8346696	-0.368724363	0.143191323	-2.575046824	0.010022652	0.812447371
MRPL1	1502.699318	-0.129009953	0.092578468	-1.393520071	0.16346258	0.812447371
MRPL10	2511.668986	-0.201986945	0.12100717	-1.669214684	0.095074841	0.812447371
MRPL12	2761.626022	-0.312816414	0.142968207	-2.188013829	0.028668595	0.812447371
MRPL16	1794.149343	-0.339415843	0.146293308	-2.320105055	0.020335195	0.812447371
MRPL18	7317.731805	-0.277224746	0.155224733	-1.785957307	0.074106171	0.812447371
MRPL19	2936.449582	-0.171304507	0.109263886	-1.567805368	0.116926562	0.812447371
MRPL20	1982.995452	-0.261345378	0.143507878	-1.821122163	0.068588289	0.812447371
MRPL21	1572.53977	-0.206547011	0.136945985	-1.508237062	0.131493865	0.812447371
MRPL22	598.8000949	-0.113158532	0.07257581	-1.559176965	0.118954501	0.812447371
MRPL23	2110.940798	-0.249659126	0.155068543	-1.609992085	0.107399584	0.812447371
MRPL27	897.89434	-0.211121117	0.130936468	-1.612393558	0.106876326	0.812447371
MRPL28	3116.048927	-0.268614463	0.146862527	-1.829019748	0.06739665	0.812447371
MRPL30	1577.836824	-0.189600325	0.142967976	-1.326173388	0.184782272	0.812447371
MRPL32	1280.915922	-0.189089211	0.111265153	-1.699446825	0.089235026	0.812447371
MRPL34	1859.031994	-0.357246109	0.160993607	-2.219008045	0.026486177	0.812447371
MRPL35	2649.835139	-0.260954397	0.155266561	-1.680686403	0.092823843	0.812447371
MRPL37	3655.487901	-0.258388943	0.150136812	-1.72102324	0.085246607	0.812447371
MRPL38	1126.759452	-0.15022504	0.093783295	-1.601831546	0.109192865	0.812447371
MRPL39	1126.04736	-0.171929052	0.123715638	-1.389711558	0.164616484	0.812447371
MRPL40	2601.892038	-0.180167416	0.128839424	-1.398387316	0.16199679	0.812447371
MRPL41	2971.085237	-0.297057893	0.188550354	-1.575483083	0.11514498	0.812447371
MRPL43	803.5450905	-0.243836558	0.148174462	-1.645604473	0.099845218	0.812447371
MRPL44	3367.379543	-0.216012361	0.118499127	-1.822902557	0.068318151	0.812447371
MRPL45	1767.670051	-0.128342776	0.094368541	-1.360016524	0.173824695	0.812447371
MRPL46	1092.845874	-0.239900059	0.146193445	-1.640976856	0.100802219	0.812447371
MRPL48	1116.094632	-0.150773339	0.107511311	-1.402395137	0.160797285	0.812447371
MRPL51	2022.552751	-0.284818369	0.163781637	-1.739012841	0.082032504	0.812447371
MRPL54	1360.801716	-0.337332604	0.186422362	-1.809507189	0.070372244	0.812447371
MRPL55	1229.412018	-0.348280122	0.156450451	-2.226136896	0.026005013	0.812447371
MRPL57	1816.004991	-0.26777816	0.153743108	-1.741724643	0.081556638	0.812447371
MRPL58	780.0880802	-0.223788285	0.130295671	-1.717541979	0.085880191	0.812447371
MRPS11	4145.117299	-0.230115211	0.136779768	-1.682377554	0.092495651	0.812447371
MRPS12	1946.817427	-0.23385649	0.134115222	-1.743698342	0.081211705	0.812447371
MRPS14	1474.595619	-0.141964024	0.09414605	-1.507912695	0.131576873	0.812447371
MRPS15	2828.842603	-0.194156421	0.146698032	-1.323510739	0.185665587	0.812447371
MRPS16	2092.921667	-0.558716945	0.2088571	-2.675115884	0.007470342	0.812447371
MRPS18A	3992.748642	-0.244579848	0.121287661	-2.016527039	0.043744894	0.812447371
MRPS2	1450.09332	-0.18284889	0.108523915	-1.684871856	0.092013298	0.812447371
MRPS21	1111.74642	-0.372392984	0.233784532	-1.592889746	0.111184927	0.812447371
MRPS22	1408.264507	-0.157056258	0.119243349	-1.317107072	0.187802737	0.812447371
MRPS23	1654.115406	-0.145292329	0.106199661	-1.368105388	0.17127909	0.812447371
MRPS24	2562.080153	-0.287966454	0.194759538	-1.478574338	0.139254116	0.812447371
MRPS25	3278.312859	-0.219487365	0.114966293	-1.909145369	0.056243341	0.812447371
MRPS26	3901.848294	-0.269639672	0.135694124	-1.987113842	0.046909783	0.812447371
MRPS33	3559.601177	-0.221091685	0.134491661	-1.643906274	0.100195564	0.812447371
MRPS34	4371.233093	-0.171903047	0.113664457	-1.512372928	0.130439018	0.812447371
MRPS7	1668.255672	-0.161306184	0.103191265	-1.563176726	0.118011033	0.812447371
MRTO4	2210.715101	-0.214941047	0.118483677	-1.814098376	0.069662582	0.812447371
MSH2	2380.217013	0.181113586	0.107913685	1.67831898	0.093284845	0.812447371
MSH3	1020.333778	0.116362747	0.090028585	1.2925089	0.196180966	0.812447371
MSRB2	377.681692	-0.236245163	0.144167257	-1.638688058	0.101278242	0.812447371
MST1	49.73085457	-0.314554403	0.192265025	-1.636045886	0.101829984	0.812447371
MSX1	391.3514475	-0.240708046	0.151940034	-1.58423056	0.113141261	0.812447371
MTA1	659.9147995	0.277324481	0.182304692	1.521214177	0.128206099	0.812447371
MTCH1	524.8941259	-0.096601648	0.062819112	-1.537774816	0.124103683	0.812447371
MTCH2	4007.021876	-0.230441776	0.115720469	-1.991365721	0.046440695	0.812447371
MTERF4	747.8111428	-0.306252024	0.122808505	-2.493736279	0.012640642	0.812447371
MTFR1L	2397.455094	-0.156217022	0.097240925	-1.606494613	0.108165278	0.812447371
MTIF2	713.8209245	0.120883299	0.079198399	1.526335127	0.126926425	0.812447371
MTLN	801.3162093	-0.27842213	0.179723929	-1.549165612	0.121341914	0.812447371
MTM1	5245.595841	0.155621098	0.104812159	1.484761878	0.137606914	0.812447371
MTMR12	2389.055943	0.196432898	0.099433691	1.975516497	0.048209564	0.812447371
MTMR2	1428.918329	-0.245855751	0.097298034	-2.526831639	0.011509666	0.812447371
MTMR4	1351.708337	-0.07375707	0.055959514	-1.318043427	0.187489111	0.812447371
MTMR6	2568.815348	0.136209241	0.081809781	1.664950573	0.095922617	0.812447371
MTMR8	862.6573125	0.106805194	0.07611635	1.403183337	0.160562175	0.812447371
MTNR1A	23.30659782	-0.647608716	0.383283445	-1.689633937	0.091098009	0.812447371
MTO1	964.4470032	-0.093273796	0.072107118	-1.293544921	0.195822658	0.812447371
MTREX	2882.674013	0.146484893	0.096374742	1.51995107	0.128523274	0.812447371
MTRF1	368.1514473	-0.112731912	0.069494086	-1.622179936	0.104764826	0.812447371
MTX1	1493.462752	-0.206139817	0.122099833	-1.688289098	0.091355747	0.812447371
MTX2	1845.586864	-0.160708354	0.120666018	-1.331844346	0.182911342	0.812447371
MUC13	18.21832684	-0.486802924	0.294638039	-1.652206638	0.098492434	0.812447371
MUL1	940.6182379	-0.146256298	0.086838579	-1.684231833	0.092136873	0.812447371
MUSK	2.945466927	-0.607299242	0.452974656	-1.340691436	0.180020656	0.812447371
MUSTN1	55.90472686	-0.388682441	0.177062109	-2.195175707	0.028150996	0.812447371
MXD3	234.5116025	-0.239446043	0.123759724	-1.93476548	0.053019081	0.812447371
MXI1	4306.696797	0.082014593	0.057798891	1.418964818	0.155909273	0.812447371
MYADML2	6.922411084	-0.390173569	0.282853423	-1.379419648	0.167765405	0.812447371
MYB	209.9148173	0.25513182	0.124267058	2.053092942	0.040063564	0.812447371
MYBL1	56.91968511	0.32880698	0.191829517	1.714058318	0.086518016	0.812447371
MYEF2	1089.989993	0.102209071	0.076941519	1.328399439	0.184046185	0.812447371
MYL3	5.722361437	-0.851667396	0.425430747	-2.001894321	0.045296099	0.812447371
MYL9	1344.325237	-0.157225961	0.112448437	-1.398204951	0.16205153	0.812447371
MYLK2	2.743913426	0.679333612	0.452283829	1.5020073	0.133095223	0.812447371
MYNN	666.4821669	0.13751872	0.066905216	2.055425973	0.039837879	0.812447371
MYO10	7200.962952	0.221314256	0.123795223	1.787744709	0.073817205	0.812447371
MYO18B	28.75517979	0.611211158	0.36470839	1.675890037	0.093759734	0.812447371
MYO1E	3114.684128	0.173119539	0.13609413	1.272057359	0.20335274	0.812447371
MYO1H	49.90736174	-0.606885546	0.294157974	-2.063127976	0.039100471	0.812447371
MYO5A	6531.908499	0.170712249	0.102330005	1.668252135	0.095265685	0.812447371
MYO5C	123.2059847	0.379862419	0.159424458	2.382711051	0.017185678	0.812447371
MYO6	7304.90783	0.178652326	0.132994242	1.343308729	0.179172027	0.812447371
MYOC	498.8669993	-0.274795902	0.144813223	-1.897588472	0.057750314	0.812447371
MYOG	1.701900398	-0.946094242	0.638964351	-1.480668272	0.138694993	0.812447371
MYOM1	12.34864993	0.321470126	0.246594351	1.303639459	0.19235654	0.812447371
N4BP2	1812.813558	0.269630195	0.146112957	1.845354442	0.064985996	0.812447371
NAA15	14806.08272	0.171862768	0.089004851	1.930937076	0.053490834	0.812447371
NAA16	388.6271917	0.143893839	0.096748107	1.487303929	0.136934557	0.812447371
NAA20	3571.463955	-0.188760273	0.117264019	-1.609703256	0.107462654	0.812447371
NAALADL2	284.5113168	0.167983284	0.11428019	1.469924791	0.141582124	0.812447371
NAB1	4389.041366	0.096396732	0.072499532	1.329618681	0.18364394	0.812447371
NADK2	578.4644959	0.116266773	0.087169456	1.333801748	0.182268838	0.812447371
NAGK	24.2508465	0.581655127	0.382957237	1.518851377	0.12879991	0.812447371
NAGLU	1023.60601	-0.174112658	0.073786761	-2.359673412	0.01829103	0.812447371
NAGPA	461.7260182	-0.139346194	0.06820262	-2.043120827	0.041040479	0.812447371
NAIF1	713.813289	-0.115515563	0.062532745	-1.847281196	0.064706397	0.812447371
NALF2	823.1900885	0.279084433	0.168589188	1.655411217	0.097841112	0.812447371
NAP1L4	4726.715687	0.098817815	0.073054928	1.352650915	0.176167178	0.812447371
NAPG	3379.713793	0.103438912	0.068175496	1.517244734	0.129204906	0.812447371
NAT9	396.5637201	-0.101603884	0.060500572	-1.679387182	0.09307661	0.812447371
NAXE	2067.561435	-0.258527998	0.120362239	-2.147916151	0.031720417	0.812447371
NBR1	3828.397601	0.204976119	0.119564514	1.714355806	0.0864634	0.812447371
NCAM2	17.0679821	0.834059329	0.320587387	2.601659833	0.009277382	0.812447371
NCBP3	1358.729445	0.118401459	0.07354383	1.609944157	0.107410048	0.812447371
NCDN	897.128909	-0.165517312	0.0748572	-2.211107436	0.027028398	0.812447371
NCF2	72.11627756	0.218175583	0.129151919	1.689294164	0.091163071	0.812447371
NCOA2	2808.376659	0.247273814	0.148804894	1.66173173	0.096566576	0.812447371
NCOA3	2403.123967	0.270505654	0.152003485	1.779601654	0.075141175	0.812447371
NCOA4	11414.77584	-0.120983384	0.060636518	-1.99522312	0.046018551	0.812447371
NDRG3	4528.000781	-0.131815998	0.066835143	-1.972255791	0.048580414	0.812447371
NDUFA1	1544.251859	-0.4290198	0.233575897	-1.836746884	0.066247271	0.812447371
NDUFA11	1824.746079	-0.360322549	0.203716657	-1.768743678	0.07693666	0.812447371
NDUFA12	2387.179018	-0.300484507	0.178091384	-1.687248987	0.091555485	0.812447371
